artist_input,wikidata_uri,label,country,country_lat,country_lon,birth,birth_place,birth_lat,birth_lon,death,death_place
Paulo de Andrade,,,,,,,,,,,
Percival Tirapelli,,,,,,,,,,,
Pericle Fazzini,http://www.wikidata.org/entity/Q472646,Pericle Fazzini,Reino da Itália,41.9,12.5,1913-05-04T00:00:00Z,Grottammare,42.9891,13.86807,1987-12-04T00:00:00Z,Roma
Peter Lubarda,,,,,,,,,,,
Peter Staempfli,,,,,,,,,,,
Peter Takal,http://www.wikidata.org/entity/Q52050943,Peter Takal,Estados Unidos,39.828175,-98.5795,1905-12-08T00:00:00Z,Bucareste,44.41336,26.097778,1995-01-01T00:00:00Z,Genebra
"Peter Van Beveren , Oscar Jorge Caraballo , Antonio Ferro , Hervé Fischer , Haroldo González , Klaus Groh , Dámaso Ogaz , Clemente Padín , Peppe Pappa , Robert Rehfeldt , Oscar Sjostrand , Pauline Smith , Edgardo-Antonio Vigo , Alexis Yanez , Horacio Zabala",,,,,,,,,,,
Philip Zilcken,http://www.wikidata.org/entity/Q14087684,Philip Zilcken,Reino dos Países Baixos,52.366665,4.883333,1857-04-20T00:00:00Z,Haia,52.08,4.31,1930-10-03T00:00:00Z,Villefranche-sur-Mer
Piero Marussig,,,,,,,,,,,
Pierre Alechinsky,http://www.wikidata.org/entity/Q328248,Pierre Alechinsky,França,47.0,2.0,1927-10-19T00:00:00Z,Bruxelas,50.84667,4.3516665,,
Pierre Buraglio,http://www.wikidata.org/entity/Q3384229,Pierre Buraglio,França,47.0,2.0,1939-03-04T00:00:00Z,Charenton-le-Pont,48.82139,2.4119444,,
Pilar Bordes,http://www.wikidata.org/entity/Q50379652,Pilar Bordes,México,23.0,-102.0,1948-01-01T00:00:00Z,Guadalajara,20.67639,-103.342224,,
Pio Semeghini,http://www.wikidata.org/entity/Q3388900,Pio Semeghini,Reino da Itália,41.9,12.5,1878-01-31T00:00:00Z,Quistello,45.00658,10.98046,1964-03-11T00:00:00Z,Verona
Pitágoras Lopes,,,,,,,,,,,
Plínio Bernhardt,http://www.wikidata.org/entity/Q10350594,Plínio Bernhardt,Brasil,-14.0,-53.0,1927-01-01T00:00:00Z,Cachoeira do Sul,-30.039444,-52.89528,2004-04-14T00:00:00Z,Porto Alegre
Plínio de Toledo Piza Filho,,,,,,,,,,,
Pola Rezende,,,,,,,,,,,
Poty Lazzarotto,http://www.wikidata.org/entity/Q2586448,Poty Lazzarotto,Brasil,-14.0,-53.0,1924-03-29T00:00:00Z,Curitiba,-25.429722,-49.271946,1998-05-08T00:00:00Z,Curitiba
Prunella Clough,http://www.wikidata.org/entity/Q7253041,Prunella Clough,Reino Unido da Grã-Bretanha e Irlanda,51.50722,-0.1275,1919-11-11T00:00:00Z,Chelsea,51.4875,-0.1684,1999-12-26T00:00:00Z,Londres
Quirino da Silva,http://www.wikidata.org/entity/Q10356495,Quirino da Silva,Brasil,-14.0,-53.0,1897-06-05T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,1981-08-03T00:00:00Z,
"Radha Abramo , Luiz Paulo Baravelli , Gabriel Borba , M. Contíbio , Annateresa Fabris , Léa Freitag , Maurício Fridman , Aristides Klafke , Julio Plaza , Regina Silveira , Hebe Wey",,,,,,,,,,,
Rafael Canogar,http://www.wikidata.org/entity/Q719919,Rafael Canogar,Espanha,40.2,-3.5,1935-05-17T00:00:00Z,Toledo,39.866665,-4.0333333,,
Raimo Kanerva,http://www.wikidata.org/entity/Q11889788,Raimo Antti Olavi Kanerva,Finlândia,65.0,27.0,1941-08-22T00:00:00Z,Turku,60.451668,22.266945,1999-09-17T00:00:00Z,
Ralph Du Casse,http://www.wikidata.org/entity/Q50321206,Ralph Du Casse,Estados Unidos,39.828175,-98.5795,1916-01-01T00:00:00Z,Paducah,37.072224,-88.6275,2003-12-12T00:00:00Z,São Francisco
Ramon Vergara Grez,,,,,,,,,,,
Ramón Pereira,http://www.wikidata.org/entity/Q7290545,Ramón Pereira,Espanha,40.2,-3.5,1978-09-02T00:00:00Z,Mérida,38.915833,-6.3333335,,
Raoul Dufy,http://www.wikidata.org/entity/Q45205,Raoul Dufy,França,47.0,2.0,1877-06-03T00:00:00Z,Le Havre,49.494167,0.108055554,1953-03-23T00:00:00Z,Forcalquier
Raphael Galvez,http://www.wikidata.org/entity/Q98094350,Raphael Galvez,Brasil,-14.0,-53.0,1907-02-18T00:00:00Z,São Paulo,-23.550394,-46.633945,1998-05-19T00:00:00Z,São Paulo
Raquel Garbelotti,,,,,,,,,,,
Raul Milian,,,,,,,,,,,
Raul Porto,,,,,,,,,,,
Raymundo Sesma,http://www.wikidata.org/entity/Q59461826,Raymundo Sesma,México,23.0,-102.0,1954-01-01T00:00:00Z,San Cristóbal de las Casas,16.737022,-92.637566,,
Regina Carmona,,,,,,,,,,,
Regina Silveira,http://www.wikidata.org/entity/Q4419149,Regina Silveira,Brasil,-14.0,-53.0,1939-01-18T00:00:00Z,Porto Alegre,-30.032778,-51.23,,
Regina Vater,http://www.wikidata.org/entity/Q16106487,Regina Vater,Brasil,-14.0,-53.0,1943-05-11T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,,
Renato Birolli,http://www.wikidata.org/entity/Q186376,Renato Birolli,Reino da Itália,41.9,12.5,1905-12-10T00:00:00Z,Verona,45.43861,10.992778,1959-05-03T00:00:00Z,Milão
Renato Guttuso,http://www.wikidata.org/entity/Q381277,Renato Guttuso,Reino da Itália,41.9,12.5,1911-12-26T00:00:00Z,Bagheria,38.083332,13.5,1987-01-18T00:00:00Z,Roma
Renina Katz,http://www.wikidata.org/entity/Q10359436,Renina Katz,Brasil,-14.0,-53.0,1925-01-01T00:00:00Z,Niterói,-22.883333,-43.10361,2025-01-21T00:00:00Z,
"Renina Katz , Maria Bonomi , Flávio Império",,,,,,,,,,,
"Renina Katz , Ubirajara Ribeiro",,,,,,,,,,,
Renzo Vespignani,http://www.wikidata.org/entity/Q646763,Renzo Vespignani,Reino da Itália,41.9,12.5,1924-02-19T00:00:00Z,Roma,41.893055,12.482778,2001-04-26T00:00:00Z,Roma
René Derouin,http://www.wikidata.org/entity/Q3426085,René Derouin,Canadá,56.0,-109.0,1936-01-01T00:00:00Z,Montreal,45.50334,-73.58684,,
René Guiette,http://www.wikidata.org/entity/Q3426309,Rene Guiette,Bélgica,50.64111,4.6680555,1893-10-13T00:00:00Z,Antuérpia,51.22111,4.399722,1976-10-19T00:00:00Z,Wilrijk
René Portocarrero,http://www.wikidata.org/entity/Q928187,René Portocarrero,Cuba,22.0,-79.5,1912-02-24T00:00:00Z,El Cerro,23.088055,-82.395,1985-04-07T00:00:00Z,Havana
Ricardo Basbaum,http://www.wikidata.org/entity/Q1304738,Ricardo Basbaum,Brasil,-14.0,-53.0,1961-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Ricardo Ribenboim,,,,,,,,,,,
Richard Floresheim,,,,,,,,,,,
Richard Kostelanetz,http://www.wikidata.org/entity/Q7327133,Richard Kostelanetz,Estados Unidos,39.828175,-98.5795,1940-05-14T00:00:00Z,Nova Iorque,40.712776,-74.00611,,
Richard Mortensen,http://www.wikidata.org/entity/Q392816,Richard Mortensen,Reino da Dinamarca,56.0,10.0,1910-10-23T00:00:00Z,Ejby,55.6889,11.845,1993-01-06T00:00:00Z,Copenhaga
Riko Debenjak,http://www.wikidata.org/entity/Q12641232,Riko Debenjak,Os Reinos e Terras Representados no Conselho Imperial,48.5,16.383333,1908-02-08T00:00:00Z,Kanal ob Soči,46.085125,13.6343975,1987-12-26T00:00:00Z,Liubliana
Rizza Conde,,,,,,,,,,,
"Robert Cyprich , Hervé Fischer",,,,,,,,,,,
Robert Filliou,http://www.wikidata.org/entity/Q469833,Robert Filliou,França,47.0,2.0,1926-01-17T00:00:00Z,Sauve,43.9425,3.948611,1987-12-02T00:00:00Z,Les Eyzies-de-Tayac-Sireuil
Robert Macbryde,,,,,,,,,,,
Robert Rauschenberg,http://www.wikidata.org/entity/Q164358,Robert Rauschenberg,Alemanha,51.0,10.0,1925-10-22T00:00:00Z,Port Arthur,29.885,-93.94,2008-05-12T00:00:00Z,Captiva
Robert Tatin,http://www.wikidata.org/entity/Q2158970,Robert Tatin,França,47.0,2.0,1902-01-09T00:00:00Z,Laval,48.072777,-0.77,1983-12-16T00:00:00Z,Cossé-le-Vivien
Roberto Burle Marx,http://www.wikidata.org/entity/Q528922,Roberto Burle Marx,Brasil,-14.0,-53.0,1909-08-04T00:00:00Z,São Paulo,-23.550394,-46.633945,1994-06-04T00:00:00Z,Rio de Janeiro
Roberto Galvão,http://www.wikidata.org/entity/Q10363346,Roberto Galvão,Brasil,-14.0,-53.0,,Fortaleza,-3.7275,-38.5275,,
Roberto Keppler,,,,,,,,,,,
Roberto Magalhães,http://www.wikidata.org/entity/Q10363383,Roberto Magalhães,Brasil,-14.0,-53.0,1933-09-17T00:00:00Z,Canguaretama,-6.38,-35.128887,,
Roberto Mícoli,http://www.wikidata.org/entity/Q51804810,Roberto Mícoli,Brasil,-14.0,-53.0,1953-01-01T00:00:00Z,Campinas,-22.900913,-47.057293,,
"Roberto Obregon , Guillermo Deisler , Leonhard Frank Duch , Jonier Marin , Luis Iurcovich , Paulo Bruscky , Bill Gaglione , Michele Perfetti , Irene Dogmatic , Horacio Zabala , Robert Rehfeldt , Opal Nations , Anna Banana , Álvaro Barrios , Luis Garcia , Dick Higgins , Hervé Fischer , Gastão de Magalhães , Unhandeijara Lisboa , Clemente Padín , Julien Blaine , Diego Barboza , Edwin Villasmil , Edgardo-Antonio Vigo , Oscar Jorge Caraballo",,,,,,,,,,,
Roberto Okinaka,,,,,,,,,,,
Roberto Okumura,,,,,,,,,,,
Roberto Sambonet,http://www.wikidata.org/entity/Q3915676,Roberto Sambonet,Reino da Itália,41.9,12.5,1924-10-20T00:00:00Z,Vercelli,45.32615,8.42341,1993-01-01T00:00:00Z,Milão
Roberto Sandoval,http://www.wikidata.org/entity/Q18170849,Roberto Sandoval,México,23.0,-102.0,1968-03-02T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Roberto Sebastian Matta,,,,,,,,,,,
Roberto Turnbull,http://www.wikidata.org/entity/Q59483954,Roberto Turnbull,México,23.0,-102.0,1959-01-01T00:00:00Z,Cidade do México,19.353773,-99.13589,,
Rochelle Costi,http://www.wikidata.org/entity/Q27507796,Rochelle Costi,Brasil,-14.0,-53.0,1961-01-01T00:00:00Z,Caxias do Sul,-29.167778,-51.17889,2022-11-26T00:00:00Z,São Paulo
Rodolfo Abularach,http://www.wikidata.org/entity/Q7357131,Rodolfo Abularach,Guatemala,15.5,-90.25,1933-01-07T00:00:00Z,Cidade da Guatemala,14.641666,-90.513336,2020-08-30T00:00:00Z,
Rodrigo Bivar,,,,,,,,,,,
Rodrigo Linhares,,,,,,,,,,,
Rodrigo Munhoz,,,,,,,,,,,
Roger Bissière,http://www.wikidata.org/entity/Q518444,Roger Bissière,França,47.0,2.0,1886-09-22T00:00:00Z,Villeréal,44.636665,0.7430556,1964-12-02T00:00:00Z,Marminiac
Roger Chastel,http://www.wikidata.org/entity/Q3438809,Roger Chastel,França,47.0,2.0,1897-03-25T00:00:00Z,9.º arrondissement de Paris,48.87828,2.3369668,1981-07-12T00:00:00Z,Saint-Germain-en-Laye
Roger Dudant,http://www.wikidata.org/entity/Q3438911,Roger Dudant,Bélgica,50.64111,4.6680555,1929-03-10T00:00:00Z,Brunehaut,50.516666,3.4166667,2008-05-04T00:00:00Z,Péruwelz
Roger Viellard,,,,,,,,,,,
Roger von Gunten,http://www.wikidata.org/entity/Q6111078,Roger von Gunten,México,23.0,-102.0,1933-03-29T00:00:00Z,Zurique,47.374443,8.541111,2026-02-18T00:00:00Z,Tepoztlán
Rogério Ghomes,,,,,,,,,,,
Roman Starak,http://www.wikidata.org/entity/Q2164758,Roman Starak,Polónia,52.0,19.0,1929-01-01T00:00:00Z,Ternopil,49.566666,25.6,2016-01-01T00:00:00Z,
Romanita Martins,,,,,,,,,,,
Romano Peli,,,,,,,,,,,
Romero Britto,http://www.wikidata.org/entity/Q1378152,Romero Britto,Brasil,-14.0,-53.0,1963-10-06T00:00:00Z,Recife,-8.053889,-34.880833,,
Rommulo Vieira Conceição,http://www.wikidata.org/entity/Q106547621,Rommulo Vieira Conceição,Brasil,-14.0,-53.0,1968-09-13T00:00:00Z,Salvador,-12.983055,-38.49278,,
Ronaldo Azeredo,http://www.wikidata.org/entity/Q10364342,Ronaldo Azeredo,Brasil,-14.0,-53.0,1937-02-12T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,2006-11-14T00:00:00Z,
Rosana Paulino,http://www.wikidata.org/entity/Q43193557,Rosana Paulino,Brasil,-14.0,-53.0,1967-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Rosina Becker do Valle,http://www.wikidata.org/entity/Q10364637,Rosina Becker do Valle,Brasil,-14.0,-53.0,1914-01-01T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,2000-01-01T00:00:00Z,
Rossini Perez,http://www.wikidata.org/entity/Q56347437,Rossini Perez,Brasil,-14.0,-53.0,1932-01-01T00:00:00Z,Macaíba,-5.8577776,-35.35389,2020-01-01T00:00:00Z,
Rubem Grilo,,,,,,,,,,,
Rubem Valentim,http://www.wikidata.org/entity/Q7375939,Rubem Valentim,Brasil,-14.0,-53.0,1922-11-09T00:00:00Z,Maceió,-9.665833,-35.735,1991-11-30T00:00:00Z,São Paulo
Rubens Galant Costa Cabral,,,,,,,,,,,
Rubens Gerchman,http://www.wikidata.org/entity/Q3446482,Rubens Gerchman,Brasil,-14.0,-53.0,1942-01-10T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,2008-01-29T00:00:00Z,São Paulo
Rubén Maya,http://www.wikidata.org/entity/Q59491585,Rubén Maya,México,23.0,-102.0,1964-06-20T00:00:00Z,Huimilpan,20.366667,-100.28333,,
Rufino Tamayo,http://www.wikidata.org/entity/Q690790,Rufino Tamayo,México,23.0,-102.0,1899-08-26T00:00:00Z,Oaxaca de Juárez,17.060556,-96.72528,1990-06-24T00:00:00Z,Cidade do México
Ruisdael Suarez,,,,,,,,,,,
Ryokichi Mukai,,,,,,,,,,,
"Régis Bonvicino , Edgard Braga , Augusto de Campos , Haroldo de Campos , Cláudio Cortez , Carlos Alberto de Figueiredo , Luiz Antônio de Figueiredo , Walter Franco , Fernando Cerqueira Lemos , Pedro Tavares de Lima , José Augusto Nepomuceno , Pedro Osmar , Julio Plaza , Regina Silveira , Zéluiz , Décio Pignatari",,,,,,,,,,,
Sabri Berkel,http://www.wikidata.org/entity/Q6580515,Sabri Berkel,Império Otomano,41.0,29.0,1907-03-21T00:00:00Z,Skopje,41.996113,21.431667,1993-01-01T00:00:00Z,Istambul
Sada Yazima,,,,,,,,,,,
Samson Flexor,http://www.wikidata.org/entity/Q4491045,Samson Flexor,Brasil,-14.0,-53.0,1907-09-09T00:00:00Z,Soroca,48.155834,28.2975,1971-07-31T00:00:00Z,São Paulo
Sandra Cinto,http://www.wikidata.org/entity/Q10367555,Sandra Cinto,Brasil,-14.0,-53.0,1968-01-01T00:00:00Z,Santo André,-23.653336,-46.52795,,
Sara Goldman-Belz,,,,,,,,,,,
Sarino Papaliz,,,,,,,,,,,
Saúl Villa,,,,,,,,,,,
Scipione,http://www.wikidata.org/entity/Q661448,Scipione,Reino da Itália,41.9,12.5,1904-02-25T00:00:00Z,Macerata,43.300278,13.453333,1933-11-09T00:00:00Z,Arco
Scipião Mandira,,,,,,,,,,,
Sebastião de Paula,,,,,,,,,,,
Seong Moy,http://www.wikidata.org/entity/Q7451573,Seong Moy,Estados Unidos,39.828175,-98.5795,1921-04-12T00:00:00Z,Cantão,23.13,113.26,2013-06-09T00:00:00Z,Nova Iorque
Serge Poliakoff,http://www.wikidata.org/entity/Q384860,Serge Poliakoff,Império Russo,58.65,70.1167,1900-01-08T00:00:00Z,Moscovo,55.750557,37.6175,1969-10-12T00:00:00Z,Paris
Sergio Niculitcheff,,,,,,,,,,,
Sergio Romagnolo,,,,,,,,,,,
Sergio Schimidt,,,,,,,,,,,
Seymor Lipton,,,,,,,,,,,
Sheila Brannigan,,,,,,,,,,,
Shiko Munakata,,,,,,,,,,,
Shinzo Adachi,,,,,,,,,,,
Shizuko Onda,http://www.wikidata.org/entity/Q59462533,Shizuko Onda,Japão,35.0,136.0,1936-01-01T00:00:00Z,Tóquio,35.689445,139.69167,,
Shoichiro Mori,,,,,,,,,,,
Sidney Amaral,http://www.wikidata.org/entity/Q10371348,Sidney Amaral,Brasil,-14.0,-53.0,1973-05-13T00:00:00Z,São Paulo,-23.550394,-46.633945,2017-05-20T00:00:00Z,
Sidney Jack Hurwitz,http://www.wikidata.org/entity/Q108104259,Sidney Jack Hurwitz,Estados Unidos,39.828175,-98.5795,1932-01-01T00:00:00Z,Worcester,42.27139,-71.79889,,
Sigurd Winge,http://www.wikidata.org/entity/Q3434816,Sigurd Winge,Noruega,59.933334,10.683333,1909-03-14T00:00:00Z,Hamburgo,53.55,10.0,1970-01-22T00:00:00Z,Trondheim
Silvano Bozzolini,http://www.wikidata.org/entity/Q16039790,Silvano Bozzolini,Reino da Itália,41.9,12.5,1911-12-03T00:00:00Z,Fiesole,43.8,11.3,1998-02-11T00:00:00Z,Paris
Silvano Vescovi,,,,,,,,,,,
Simo Hannula,http://www.wikidata.org/entity/Q11893519,Simo Hannula,Finlândia,65.0,27.0,1932-03-12T00:00:00Z,Konginkangas,62.77925,25.806334,2016-08-02T00:00:00Z,
Siron Franco,,,,,,,,,,,
Sofu Teshigahara,http://www.wikidata.org/entity/Q530720,Sōfū Teshigahara,Império do Japão,35.6825,139.75278,1900-12-17T00:00:00Z,Ōsaka,,,1979-09-05T00:00:00Z,Tokyo Women's Medical University Hospital
Sonia Guggisberg,,,,,,,,,,,
Sonia von Brüsky,http://www.wikidata.org/entity/Q47456867,Sonia von Brüsky,Brasil,-14.0,-53.0,1941-01-01T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,,
Sophia Tassinari,,,,,,,,,,,
Sophie Taeuber-Arp,http://www.wikidata.org/entity/Q254395,Sophie Taeuber-Arp,Suíça,46.79856,8.231973,1889-01-19T00:00:00Z,Davos,46.809055,9.839833,1943-01-13T00:00:00Z,Zurique
St Celfer (John Parker),,,,,,,,,,,
Stanisław Borysowski,http://www.wikidata.org/entity/Q2331269,Stanisław Borysowski,Polónia,52.0,19.0,1906-01-02T00:00:00Z,Lviv,49.8425,24.032223,1988-05-01T00:00:00Z,Toruń
Stanley William Hayter,http://www.wikidata.org/entity/Q641304,S. W. Hayter,Reino Unido da Grã-Bretanha e Irlanda,51.50722,-0.1275,1901-12-27T00:00:00Z,Londres,51.50722,-0.1275,1988-05-04T00:00:00Z,Paris
Sue Fuller,http://www.wikidata.org/entity/Q7634090,Sue Fuller,Estados Unidos,39.828175,-98.5795,1914-08-11T00:00:00Z,Pittsburgh,40.441666,-80.0,2006-04-19T00:00:00Z,Southampton
Suely Cauduro,,,,,,,,,,,
Susana Wald,http://www.wikidata.org/entity/Q58980272,Susana Wald,Chile,-33.0,-71.0,1937-12-06T00:00:00Z,Budapeste,47.498333,19.040833,,
Susumu Endo,,,,,,,,,,,
Svend Wiig Hansen,,,,,,,,,,,
Sérgio Adriano H.,,,,,,,,,,,
Sérgio Caires Berber,,,,,,,,,,,
Sérgio Fingermann,http://www.wikidata.org/entity/Q30936948,Sérgio Fingermann,Brasil,-14.0,-53.0,1953-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Sérgio Milliet,http://www.wikidata.org/entity/Q3047111,Sérgio Milliet,Brasil,-14.0,-53.0,1898-09-20T00:00:00Z,São Paulo,-23.550394,-46.633945,1966-11-09T00:00:00Z,São Paulo
Sérgio Sousa Lima,,,,,,,,,,,
Sérvulo Esmeraldo,http://www.wikidata.org/entity/Q30316837,Sérvulo Esmeraldo,Brasil,-14.0,-53.0,1929-02-27T00:00:00Z,Crato,-7.233889,-39.40889,2017-02-01T00:00:00Z,Fortaleza
Sônia Ebling,,,,,,,,,,,
Tadashi Kaminagai,http://www.wikidata.org/entity/Q18280945,Tadashi Kaminagai,Império do Japão,35.6825,139.75278,1899-09-27T00:00:00Z,Hiroshima,34.38525,132.4553,1982-06-14T00:00:00Z,15.º arrondissement de Paris
Tadeu Jungle,http://www.wikidata.org/entity/Q18763179,Tadeu Jungle,Brasil,-14.0,-53.0,1956-03-25T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Tadeusz Lapinski,http://www.wikidata.org/entity/Q21288174,Tadeusz Lapinski,Polónia,52.0,19.0,1928-06-20T00:00:00Z,Rawa Mazowiecka,51.766666,20.25,2016-09-14T00:00:00Z,Flórida
Tales Frey,,,,,,,,,,,
Tarcizo,,,,,,,,,,,
Tarsila do Amaral,http://www.wikidata.org/entity/Q466627,Tarsila do Amaral,Brasil,-14.0,-53.0,1886-09-01T00:00:00Z,Capivari,-22.995,-47.50778,1973-01-17T00:00:00Z,São Paulo
Tatiana Blass,http://www.wikidata.org/entity/Q43042152,Tatiana Blass,Brasil,-14.0,-53.0,1979-01-01T00:00:00Z,São Paulo,-23.550394,-46.633945,,
Tatsuoki Nambata,http://www.wikidata.org/entity/Q11659558,Tatsuoki Nambata,Império do Japão,35.6825,139.75278,1905-08-13T00:00:00Z,Asahikawa,43.770638,142.365,1997-11-08T00:00:00Z,
Teresa Berlinck,,,,,,,,,,,
Tereza D'Amico,,,,,,,,,,,
Theo Craveiro,,,,,,,,,,,
Theodore J. Roszak,,,,,,,,,,,
Thiago Martins de Melo,http://www.wikidata.org/entity/Q123707992,Thiago Martins de Melo,Brasil,-14.0,-53.0,1981-01-01T00:00:00Z,São Luís,-2.53,-44.302776,,
Tikashi Fukushima,http://www.wikidata.org/entity/Q10382472,Tikashi Fukushima,Império do Japão,35.6825,139.75278,1920-01-19T00:00:00Z,Soma,37.796665,140.91963,2001-10-14T00:00:00Z,São Paulo
Tom Wesselmann,,,,,,,,,,,
Tomie Ohtake,http://www.wikidata.org/entity/Q946076,Tomie Ohtake,Brasil,-14.0,-53.0,1913-11-21T00:00:00Z,Quioto,35.011612,135.76811,2015-02-12T00:00:00Z,São Paulo
Tomoshige Kusuno,,,,,,,,,,,
"Ubirajara Ribeiro , Ana Teophilo",,,,,,,,,,,
Uiara Bartira,,,,,,,,,,,
"Ulises Carrión , Ivald Granato",,,,,,,,,,,
Umberto Boccioni,http://www.wikidata.org/entity/Q152797,Umberto Boccioni,Reino da Itália,41.9,12.5,1882-10-19T00:00:00Z,Reggio di Calabria,38.114437,15.65,1916-08-17T00:00:00Z,Verona
Umberto Framu,,,,,,,,,,,
Umberto Lilloni,http://www.wikidata.org/entity/Q4003415,Umberto Lilloni,Reino da Itália,41.9,12.5,1898-03-01T00:00:00Z,Milão,45.466946,9.19,1980-06-15T00:00:00Z,Milão
Valdeir Maciel,,,,,,,,,,,
Vanderlei Lopes,,,,,,,,,,,
Vasco Prado,http://www.wikidata.org/entity/Q7916422,Vasco Prado,Brasil,-14.0,-53.0,1914-04-16T00:00:00Z,Uruguaiana,-29.755,-57.087776,1998-12-09T00:00:00Z,
Vera Chaves Barcellos,http://www.wikidata.org/entity/Q10389758,Vera Chaves Barcellos,Brasil,-14.0,-53.0,1938-01-01T00:00:00Z,Porto Alegre,-30.032778,-51.23,,
Vera Ilce Cruz,,,,,,,,,,,
Vicente do Rego Monteiro,http://www.wikidata.org/entity/Q281090,Vicente do Rego Monteiro,Brasil,-14.0,-53.0,1899-12-19T00:00:00Z,Recife,-8.053889,-34.880833,1970-06-05T00:00:00Z,Recife
Victor Brecheret,http://www.wikidata.org/entity/Q1797505,Victor Brecheret,Brasil,-14.0,-53.0,1894-12-15T00:00:00Z,Farnese,42.550278,11.726389,1955-12-17T00:00:00Z,São Paulo
Victor Décio Gerhard,,,,,,,,,,,
Victor Vasarely,http://www.wikidata.org/entity/Q154448,Victor Vasarely,França,47.0,2.0,1906-04-09T00:00:00Z,Pécs,46.070835,18.233055,1997-03-15T00:00:00Z,16.º arrondissement de Paris
Vilma Pasqualini,,,,,,,,,,,
Virgilije Nevjestic,,,,,,,,,,,
Vitor Cesar,,,,,,,,,,,
"Vivian Caccuri , Gustavo Von Ha",,,,,,,,,,,
Vânia Mignone,,,,,,,,,,,
Vítor Mizael,,,,,,,,,,,
Waclaw Nowak,http://www.wikidata.org/entity/Q30607996,Waclaw Nowak,Polónia,52.0,19.0,1924-12-30T00:00:00Z,Cracóvia,50.06139,19.937222,1976-08-10T00:00:00Z,Cracóvia
Waichi Tsutaka,http://www.wikidata.org/entity/Q16248892,Waichi Tsutaka,Império do Japão,35.6825,139.75278,1911-01-01T00:00:00Z,Naniwa-ku,34.659443,135.49963,1995-01-01T00:00:00Z,Nishinomiya
Waldemar Cordeiro,http://www.wikidata.org/entity/Q28709345,Waldemar Cordeiro,Reino da Itália,41.9,12.5,1925-01-01T00:00:00Z,Roma,41.893055,12.482778,1973-06-30T00:00:00Z,São Paulo
"Waldemar Cordeiro , Giorgio Moscati",,,,,,,,,,,
Waldomiro de Deus,http://www.wikidata.org/entity/Q10392974,Waldomiro de Deus,Brasil,-14.0,-53.0,1944-06-12T00:00:00Z,Itagibá,-14.283889,-39.842777,,
Wally Elenbaas,http://www.wikidata.org/entity/Q17492897,Valdemar H. Elenbaas,Reino dos Países Baixos,52.366665,4.883333,1912-04-21T00:00:00Z,Roterdão,51.92,4.48,2008-05-21T00:00:00Z,Roterdão
"Walter Focke , Mike Parr",,,,,,,,,,,
Walter Jonas,http://www.wikidata.org/entity/Q2544954,Walter Jonas,Suíça,46.79856,8.231973,1910-03-27T00:00:00Z,Oberursel,50.202778,8.576944,1979-06-12T00:00:00Z,Zurique
Walter Lewy,http://www.wikidata.org/entity/Q633419,Walter Lewy,Alemanha,51.0,10.0,1905-11-10T00:00:00Z,Bad Oldesloe,53.81167,10.3741665,1995-12-18T00:00:00Z,São Paulo
Walter Linck,http://www.wikidata.org/entity/Q2545385,Walter Linck,Suíça,46.79856,8.231973,1903-02-05T00:00:00Z,Berna,46.94798,7.44743,1975-01-03T00:00:00Z,Zollikofen
Walter Rogalski,http://www.wikidata.org/entity/Q43135917,Walter Rogalski,Estados Unidos,39.828175,-98.5795,1923-01-01T00:00:00Z,Glen Cove,40.86722,-73.62778,,
Waltércio Caldas,http://www.wikidata.org/entity/Q16183963,Waltércio Caldas,Brasil,-14.0,-53.0,1946-11-06T00:00:00Z,Rio de Janeiro,-22.911112,-43.205555,,
Wander Bertoni,http://www.wikidata.org/entity/Q1266197,Wander Bertoni,Áustria,48.0,14.0,1925-10-11T00:00:00Z,Codisotto,44.98278,10.7275,2019-12-23T00:00:00Z,Viena
Wani Soruku,,,,,,,,,,,
Wega Nery,http://www.wikidata.org/entity/Q10393326,Wega Nery,Brasil,-14.0,-53.0,1912-03-10T00:00:00Z,Corumbá,-19.008888,-57.65278,2007-05-21T00:00:00Z,Guarujá
Wesley Duke Lee,http://www.wikidata.org/entity/Q7983914,Wesley Duke Lee,Brasil,-14.0,-53.0,1931-12-21T00:00:00Z,São Paulo,-23.550394,-46.633945,2010-09-12T00:00:00Z,São Paulo
Whanki Kim,http://www.wikidata.org/entity/Q10855929,Kim Hwan-gi,Coreia do Sul,36.0,128.0,1913-02-27T00:00:00Z,Zenra-nan Prefecture,,,1974-07-25T00:00:00Z,Nova Iorque
Wifredo Lam,http://www.wikidata.org/entity/Q465342,Wilfredo Lam,Cuba,22.0,-79.5,1902-12-08T00:00:00Z,Sagua la Grande,22.80861,-80.07111,1982-09-11T00:00:00Z,Boulogne-Billancourt
